32233,,SH600 Used to create Cal File,,,,,,,,,,,,,,Test time: about 20 minutes,,,,,,,,,,,,,,,,,,,,Test Time: about 80 minutes
Monthly Horn Check,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Test time: about 2.5 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
,,Horn,Reference Data,Date, , , ,,,,,,,Horn,Reference Data,Date,,,,,,,,,,,,,,Not using these horns for cal file anymore.,,,,,,
,,SH400,NIST,3/3/26,,,,,,,,,,SH2000-457,NIST,3/3/2026,,,,,,,,,,,,,,SH400 &SH2000 combined to make cal file,,Monthly,Monthly,,,
,,Frequency (MHz),Efficiency* (dB),Efficiency,,,,,,,,,,Frequency (MHz),Efficiency* (dB),Efficiency,,,,,,,,,,,,,,SH600,NIST,6/23/2023,11/20/2023,,,
,,2250,-0.09,0.11,,,,,,,,,,5300,-0.45,-0.21,,,,,,,,,,,,,,2240,-0.19,0.15,-0.25,,,
,,2260,-0.09,0.08,,,,,,,,,,5320,-0.44,-0.15,,,,,,,,,,,,,,2250,-0.19,-0.03,-0.43,,,
,,2270,-0.09,0.08,,,,,,,,,,5340,-0.43,-0.19,,,,,,,,,,,,,,2260,-0.19,0.06,-0.34,,,
,,2280,-0.09,0.06,,,,,,,,,,5360,-0.42,-0.17,,,,,,,,,,,,,,2270,-0.19,0.16,-0.23,,,
,,2290,-0.09,0.07,,,,,,,,,,5380,-0.41,-0.14,,,,,,,,,,,,,,2280,-0.2,0.16,-0.23,,,
,,2300,-0.09,0.06,,,,,,,,,,5400,-0.4,-0.15,,,,,,,,,,,,,,2290,-0.21,0.08,-0.31,,,
,,2310,-0.09,0.06,,,,,,,,,,5420,-0.39,-0.11,,,,,,,,,,,,,,2300,-0.22,0.09,-0.31,,,
,,2320,-0.1,0.03,,,,,,,,,,5440,-0.37,-0.1,,,,,,,,,,,,,,2310,-0.23,0.04,-0.36,,,
,,2330,-0.1,0.01,,,,,,,,,,5460,-0.36,-0.05,,,,,,,,,,,,,,2320,-0.25,0.04,-0.35,,,
,,2340,-0.11,0,,,,,,,,,,5480,-0.35,-0.09,,,,,,,,,,,,,,2330,-0.26,0.02,-0.37,,,
,,2350,-0.12,-0.02,,,,,,,,,,5500,-0.34,-0.08,,,,,,,,,,,,,,2340,-0.27,-0.03,-0.43,,,
,,2360,-0.13,-0.02,,,,,,,,,,5520,-0.34,-0.03,,,,,,,,,,,,,,2350,-0.29,0.03,-0.38,,,
,,2370,-0.13,0,,,,,,,,,,5540,-0.33,-0.07,,,,,,,,,,,,,,2360,-0.31,0.09,-0.32,,,
,,2380,-0.14,0.02,,,,,,,,,,5560,-0.32,-0.06,,,,,,,,,,,,,,2370,-0.32,0.11,-0.3,,,
,,2390,-0.15,0,,,,,,,,,,5580,-0.31,-0.09,,,,,,,,,,,,,,2380,-0.34,-0.06,-0.46,,,
,,2400,-0.15,0.03,,,,,,,,,,5600,-0.31,-0.04,,,,,,,,,,,,,,2390,-0.35,-0.01,-0.4,,,
,,2410,-0.16,0.01,,,,,,,,,,5620,-0.3,-0.09,,,,,,,,,,,,,,2400,-0.36,0,-0.39,,,
,,2420,-0.16,0.03,,,,,,,,,,5640,-0.3,-0.1,,,,,,,,,,,,,,2410,-0.37,-0.06,-0.47,,,
,,2430,-0.16,-0.01,,,,,,,,,,5660,-0.29,-0.05,,,,,,,,,,,,,,2420,-0.38,-0.08,-0.5,,,
,,2440,-0.16,0.03,,,,,,,,,,5680,-0.29,-0.08,,,,,,,,,,,,,,2430,-0.39,0.09,-0.35,,,
,,2450,-0.17,0.04,,,,,,,,,,5700,-0.28,-0.07,,,,,,,,,,,,,,2440,-0.4,0.09,-0.35,,,
,,2460,-0.17,0.04,,,,,,,,,,5720,-0.28,-0.06,,,,,,,,,,,,,,2450,-0.4,-0.06,-0.51,,,
,,2470,-0.16,0.08,,,,,,,,,,5740,-0.28,-0.04,,,,,,,,,,,,,,2460,-0.4,-0.07,-0.51,,,
,,2480,-0.16,0.02,,,,,,,,,,5760,-0.28,-0.05,,,,,,,,,,,,,,2470,-0.4,-0.08,-0.52,,,
,,2490,-0.16,0.07,,,,,,,,,,5780,-0.28,-0.05,,,,,,,,,,,,,,2480,-0.4,-0.07,-0.5,,,
,,2500,-0.15,0.06,,,,,,,,,,5800,-0.28,-0.04,,,,,,,,,,,,,,2490,-0.4,-0.15,-0.57,,,
,,2510,-0.15,0.08,,,,,,,,,,5820,-0.28,-0.06,,,,,,,,,,,,,,2500,-0.39,0.08,-0.35,,,
,,2520,-0.15,0.08,,,,,,,,,,5840,-0.28,-0.06,,,,,,,,,,,,,,2510,-0.38,-0.02,-0.44,,,
,,2530,-0.14,0.06,,,,,,,,,,5860,-0.29,-0.1,,,,,,,,,,,,,,2520,-0.38,-0.24,-0.67,,,
,,2540,-0.14,0.04,,,,,,,,,,5880,-0.29,-0.07,,,,,,,,,,,,,,2530,-0.37,-0.19,-0.62,,,
,,2550,-0.13,-0.01,,,,,,,,,,5900,-0.29,-0.09,,,,,,,,,,,,,,2540,-0.36,0.1,-0.33,,,
,,2560,-0.13,-0.02,,,,,,,,,,5920,-0.3,-0.11,,,,,,,,,,,,,,2550,-0.35,0.07,-0.36,,,
,,2570,-0.12,-0.05,,,,,,,,,,5940,-0.3,-0.09,,,,,,,,,,,,,,2560,-0.34,-0.14,-0.57,,,
,,2580,-0.12,-0.03,,,,,,,,,,5960,-0.31,-0.13,,,,,,,,,,,,,,2570,-0.33,-0.1,-0.53,,,
,,2590,-0.12,-0.04,,,,,,,,,,5980,-0.31,-0.14,,,,,,,,,,,,,,2580,-0.32,-0.01,-0.43,,,
,,2600,-0.12,-0.02,,,,,,,,,,6000,-0.32,-0.14,,,,,,,,,,,,,,2590,-0.31,0.02,-0.39,,,
,,2610,-0.13,-0.03,,,,,,,,,,6020,-0.32,-0.17,,,,,,,,,,,,,,2600,-0.3,-0.01,-0.41,,,
,,2620,-0.13,-0.03,,,,,,,,,,6040,-0.33,-0.15,,,,,,,,,,,,,,2610,-0.28,0.12,-0.29,,,
,,2630,-0.13,-0.07,,,,,,,,,,6060,-0.33,-0.16,,,,,,,,,,,,,,2620,-0.27,0.11,-0.3,,,
,,2640,-0.14,-0.07,,,,,,,,,,6080,-0.34,-0.18,,,,,,,,,,,,,,2630,-0.26,0.18,-0.24,,,
,,2650,-0.14,-0.08,,,,,,,,,,6100,-0.34,-0.19,,,,,,,,,,,,,,2640,-0.25,0.18,-0.23,,,
,,2660,-0.15,-0.06,,,,,,,,,,6120,-0.35,-0.21,,,,,,,,,,,,,,2650,-0.23,0.24,-0.18,,,
,,2670,-0.16,-0.05,,,,,,,,,,6140,-0.35,-0.21,,,,,,,,,,,,,,2660,-0.22,0.22,-0.2,,,
,,2680,-0.17,-0.04,,,,,,,,,,6160,-0.35,-0.22,,,,,,,,,,,,,,2670,-0.21,0.26,-0.15,,,
,,2690,-0.17,-0.01,,,,,,,,,,6180,-0.36,-0.24,,,,,,,,,,,,,,2680,-0.2,0.24,-0.17,,,
,,2700,-0.18,-0.02,,,,,,,,,,6200,-0.36,-0.29,,,,,,,,,,,,,,2690,-0.19,0.17,-0.25,,,
,,2710,-0.19,0.02,,,,,,,,,,6220,-0.36,-0.29,,,,,,,,,,,,,,2700,-0.18,0.24,-0.18,,,
,,2720,-0.2,-0.02,,,,,,,,,,6240,-0.37,-0.32,,,,,,,,,,,,,,2710,-0.18,0.24,-0.18,,,
,,2730,-0.2,0.02,,,,,,,,,,6260,-0.37,-0.28,,,,,,,,,,,,,,2720,-0.18,0.19,-0.24,,,
,,2740,-0.21,0,,,,,,,,,,6280,-0.37,-0.29,,,,,,,,,,,,,,2730,-0.17,0.15,-0.28,,,
,,2750,-0.21,0.01,,,,,,,,,,6300,-0.38,-0.35,,,,,,,,,,,,,,2740,-0.17,0.38,-0.05,,,
,,2760,-0.22,0.04,,,,,,,,,,6320,-0.38,-0.32,,,,,,,,,,,,,,2750,-0.18,0.25,-0.18,,,
,,2770,-0.22,0.01,,,,,,,,,,6340,-0.38,-0.29,,,,,,,,,,,,,,2760,-0.17,0.08,-0.35,,,
,,2780,-0.22,0.03,,,,,,,,,,6360,-0.38,-0.32,,,,,,,,,,,,,,2770,-0.18,0.13,-0.29,,,
,,2790,-0.22,0.02,,,,,,,,,,6380,-0.38,-0.29,,,,,,,,,,,,,,2780,-0.19,0.3,-0.13,,,
,,2800,-0.21,0.01,,,,,,,,,,6400,-0.38,-0.33,,,,,,,,,,,,,,2790,-0.19,0.25,-0.17,,,
,,2810,-0.21,0,,,,,,,,,,6420,-0.38,-0.29,,,,,,,,,,,,,,2800,-0.2,0.13,-0.3,,,
,,2820,-0.2,0.01,,,,,,,,,,6440,-0.37,-0.28,,,,,,,,,,,,,,2810,-0.21,0.24,-0.18,,,
,,2830,-0.2,0.03,,,,,,,,,,6460,-0.37,-0.24,,,,,,,,,,,,,,2820,-0.22,0.23,-0.19,,,
,,2840,-0.19,0.01,,,,,,,,,,6480,-0.37,-0.28,,,,,,,,,,,,,,2830,-0.22,0.15,-0.27,,,
,,2850,-0.19,0.03,,,,,,,,,,6500,-0.37,-0.26,,,,,,,,,,,,,,2840,-0.23,0.13,-0.27,,,
,,2860,-0.19,0.01,,,,,,,,,,6520,-0.36,-0.29,,,,,,,,,,,,,,2850,-0.23,0.25,-0.15,,,
,,2870,-0.18,0.03,,,,,,,,,,6540,-0.36,-0.31,,,,,,,,,,,,,,2860,-0.24,0.19,-0.21,,,
,,2880,-0.17,-0.01,,,,,,,,,,6560,-0.35,-0.33,,,,,,,,,,,,,,2870,-0.25,0.2,-0.2,,,
,,2890,-0.17,-0.03,,,,,,,,,,6580,-0.35,-0.37,,,,,,,,,,,,,,2880,-0.26,0.28,-0.12,,,
,,2900,-0.17,-0.04,,,,,,,,,,6600,-0.35,-0.32,,,,,,,,,,,,,,2890,-0.26,0.21,-0.19,,,
,,2910,-0.17,-0.04,,,,,,,,,,6620,-0.34,-0.38,,,,,,,,,,,,,,2900,-0.27,0.1,-0.29,,,
,,2920,-0.17,-0.06,,,,,,,,,,6640,-0.33,-0.34,,,,,,,,,,,,,,2910,-0.27,0.17,-0.23,,,
,,2930,-0.17,-0.06,,,,,,,,,,6660,-0.33,-0.3,,,,,,,,,,,,,,2920,-0.28,0.26,-0.14,,,
,,2940,-0.17,-0.07,,,,,,,,,,6680,-0.32,-0.22,,,,,,,,,,,,,,2930,-0.28,0.18,-0.21,,,
,,2950,-0.17,-0.07,,,,,,,,,,6700,-0.32,-0.15,,,,,,,,,,,,,,2940,-0.28,0.2,-0.21,,,
,,2960,-0.17,-0.09,,,,,,,,,,6720,-0.31,-0.17,,,,,,,,,,,,,,2950,-0.28,0.24,-0.17,,,
,,2970,-0.18,-0.08,,,,,,,,,,6740,-0.31,-0.17,,,,,,,,,,,,,,2960,-0.28,0.27,-0.13,,,
,,2980,-0.18,-0.07,,,,,,,,,,6760,-0.3,-0.13,,,,,,,,,,,,,,2970,-0.27,0.13,-0.27,,,
,,2990,-0.19,-0.09,,,,,,,,,,6780,-0.29,-0.11,,,,,,,,,,,,,,2980,-0.28,0.16,-0.23,,,
,,3000,-0.2,-0.09,,,,,,,,,,6800,-0.29,-0.12,,,,,,,,,,,,,,2990,-0.27,0.21,-0.18,,,
,,3010,-0.21,-0.14,,,,,,,,,,6820,-0.28,-0.16,,,,,,,,,,,,,,3000,-0.26,0.23,-0.17,,,
,,3020,-0.22,-0.11,,,,,,,,,,6840,-0.27,-0.18,,,,,,,,,,,,,,3010,-0.26,0.22,-0.2,,,
,,3030,-0.22,-0.17,,,,,,,,,,6860,-0.27,-0.22,,,,,,,,,,,,,,3020,-0.25,0.15,-0.27,,,
,,3040,-0.23,-0.17,,,,,,,,,,6880,-0.26,-0.23,,,,,,,,,,,,,,3030,-0.24,0.17,-0.26,,,
,,3050,-0.23,-0.14,,,,,,,,,,6900,-0.25,-0.25,,,,,,,,,,,,,,3040,-0.23,0.18,-0.25,,,
,,3060,-0.24,-0.05,,,,,,,,,,6920,-0.25,-0.2,,,,,,,,,,,,,,3050,-0.22,0.3,-0.11,,,
,,3070,-0.24,0,,,,,,,,,,6940,-0.24,-0.22,,,,,,,,,,,,,,3060,-0.21,0.21,-0.19,,,
,,3080,-0.24,0,,,,,,,,,,6960,-0.24,-0.24,,,,,,,,,,,,,,3070,-0.21,0.23,-0.16,,,
,,3090,-0.24,-0.01,,,,,,,,,,6980,-0.23,-0.16,,,,,,,,,,,,,,3080,-0.2,0.27,-0.12,,,
,,3100,-0.25,-0.05,,,,,,,,,,7000,-0.22,-0.06,,,,,,,,,,,,,,3090,-0.19,0.28,-0.12,,,
,,3110,-0.24,-0.06,,,,,,,,,,7020,-0.22,0,,,,,,,,,,,,,,3100,-0.19,0.2,-0.2,,,
,,3120,-0.24,-0.06,,,,,,,,,,7040,-0.21,0.05,,,,,,,,,,,,,,3110,-0.18,0.24,-0.16,,,
,,3130,-0.24,-0.07,,,,,,,,,,7060,-0.21,0.06,,,,,,,,,,,,,,3120,-0.17,0.34,-0.06,,,
,,3140,-0.23,-0.05,,,,,,,,,,7080,-0.2,0.08,,,,,,,,,,,,,,3130,-0.17,0.24,-0.16,,,
,,3150,-0.22,-0.04,,,,,,,,,,7100,-0.2,0.06,,,,,,,,,,,,,,3140,-0.17,0.22,-0.18,,,
,,3160,-0.22,-0.03,,,,,,,,,,7120,-0.19,0.03,,,,,,,,,,,,,,3150,-0.16,0.28,-0.12,,,
,,3170,-0.21,-0.02,,,,,,,,,,7140,-0.19,0,,,,,,,,,,,,,,3160,-0.16,0.35,-0.06,,,
,,3180,-0.2,-0.03,,,,,,,,,,7160,-0.19,-0.06,,,,,,,,,,,,,,3170,-0.16,0.28,-0.13,,,
,,3190,-0.2,0.01,,,,,,,,,,7180,-0.18,-0.12,,,,,,,,,,,,,,3180,-0.16,0.32,-0.1,,,
,,3200,-0.19,-0.02,,,,,,,,,,7200,-0.18,-0.17,,,,,,,,,,,,,,3190,-0.16,0.29,-0.12,,,
,,3210,-0.18,0.02,,,,,,,,,,7220,-0.18,-0.19,,,,,,,,,,,,,,3200,-0.16,0.24,-0.17,,,
,,3220,-0.18,-0.02,,,,,,,,,,7240,-0.17,-0.14,,,,,,,,,,,,,,3210,-0.16,0.27,-0.15,,,
,,3230,-0.18,-0.01,,,,,,,,,,7260,-0.17,-0.11,,,,,,,,,,,,,,3220,-0.16,0.41,-0.01,,,
,,3240,-0.17,0.01,,,,,,,,,,7280,-0.17,-0.13,,,,,,,,,,,,,,3230,-0.16,0.38,-0.04,,,
,,3250,-0.17,0,,,,,,,,,,7300,-0.17,-0.08,,,,,,,,,,,,,,3240,-0.16,0.19,-0.22,,,
,,3260,-0.18,0.01,,,,,,,,,,7320,-0.16,-0.06,,,,,,,,,,,,,,3250,-0.17,0.21,-0.21,,,
,,3270,-0.18,-0.06,,,,,,,,,,7340,-0.16,0.03,,,,,,,,,,,,,,3260,-0.17,0.28,-0.14,,,
,,3280,-0.18,-0.03,,,,,,,,,,7360,-0.16,0.07,,,,,,,,,,,,,,3270,-0.18,0.31,-0.11,,,
,,3290,-0.19,-0.04,,,,,,,,,,7380,-0.16,0.06,,,,,,,,,,,,,,3280,-0.18,0.15,-0.28,,,
,,3300,-0.19,-0.05,,,,,,,,,,7400,-0.16,0.07,,,,,,,,,,,,,,3290,-0.19,0.15,-0.28,,,
,,3310,-0.2,-0.07,,,,,,,,,,7420,-0.16,0.06,,,,,,,,,,,,,,3300,-0.19,0.13,-0.3,,,
,,3320,-0.21,-0.1,,,,,,,,,,7440,-0.16,-0.01,,,,,,,,,,,,,,3310,-0.2,0.2,-0.23,,,
,,3330,-0.21,-0.09,,,,,,,,,,7460,-0.16,-0.01,,,,,,,,,,,,,,3320,-0.2,0.23,-0.21,,,
,,3340,-0.22,-0.11,,,,,,,,,,7480,-0.16,-0.05,,,,,,,,,,,,,,3330,-0.21,0.15,-0.29,,,
,,3350,-0.22,-0.14,,,,,,,,,,7500,-0.16,-0.11,,,,,,,,,,,,,,3340,-0.21,0.2,-0.24,,,
,,3360,-0.23,-0.16,,,,,,,,,,7520,-0.16,-0.14,,,,,,,,,,,,,,3350,-0.21,0.18,-0.25,,,
,,3370,-0.23,-0.17,,,,,,,,,,7540,-0.16,-0.2,,,,,,,,,,,,,,3360,-0.22,0.16,-0.27,,,
,,3380,-0.24,-0.17,,,,,,,,,,7560,-0.17,-0.18,,,,,,,,,,,,,,3370,-0.22,0.16,-0.27,,,
,,3390,-0.24,-0.17,,,,,,,,,,7580,-0.17,-0.16,,,,,,,,,,,,,,3380,-0.22,0.26,-0.17,,,
,,3400,-0.24,-0.17,,,,,,,,,,7600,-0.17,-0.17,,,,,,,,,,,,,,3390,-0.22,0.2,-0.23,,,
,,3410,-0.23,-0.19,,,,,,,,,,7620,-0.17,-0.16,,,,,,,,,,,,,,3400,-0.22,0.07,-0.36,,,
,,3420,-0.23,-0.2,,,,,,,,,,7640,-0.18,-0.16,,,,,,,,,,,,,,3410,-0.22,0.1,-0.33,,,
,,3430,-0.23,-0.2,,,,,,,,,,7660,-0.18,-0.14,,,,,,,,,,,,,,3420,-0.22,0.26,-0.18,,,
,,3440,-0.22,-0.2,,,,,,,,,,7680,-0.18,-0.11,,,,,,,,,,,,,,3430,-0.22,0.3,-0.14,,,
,,3450,-0.21,-0.21,,,,,,,,,,7700,-0.19,-0.14,,,,,,,,,,,,,,3440,-0.21,0.1,-0.34,,,
,,3460,-0.21,-0.17,,,,,,,,,,7720,-0.19,-0.15,,,,,,,,,,,,,,3450,-0.21,0.14,-0.3,,,
,,3470,-0.2,-0.18,,,,,,,,,,7740,-0.19,-0.11,,,,,,,,,,,,,,3460,-0.2,0.24,-0.2,,,
,,3480,-0.2,-0.12,,,,,,,,,,7760,-0.2,-0.12,,,,,,,,,,,,,,3470,-0.2,0.26,-0.18,,,
,,3490,-0.19,-0.12,,,,,,,,,,7780,-0.2,-0.13,,,,,,,,,,,,,,3480,-0.2,0.19,-0.24,,,
,,3500,-0.18,-0.07,,,,,,,,,,7800,-0.21,-0.13,,,,,,,,,,,,,,3490,-0.19,0.24,-0.2,,,
,,3510,-0.18,-0.08,,,,,,,,,,7820,-0.21,-0.15,,,,,,,,,,,,,,3500,-0.18,0.23,-0.21,,,
,,3520,-0.17,-0.06,,,,,,,,,,7840,-0.22,-0.17,,,,,,,,,,,,,,3510,-0.18,0.11,-0.33,,,
,,3530,-0.17,0.01,,,,,,,,,,7860,-0.22,-0.21,,,,,,,,,,,,,,3520,-0.18,0.13,-0.32,,,
,,3540,-0.16,-0.04,,,,,,,,,,7880,-0.23,-0.26,,,,,,,,,,,,,,3530,-0.17,0.22,-0.22,,,
,,3550,-0.16,0.02,,,,,,,,,,7900,-0.23,-0.22,,,,,,,,,,,,,,3540,-0.17,0.22,-0.22,,,
,,3560,-0.16,-0.03,,,,,,,,,,7920,-0.24,-0.24,,,,,,,,,,,,,,3550,-0.16,0.15,-0.3,,,
,,3570,-0.16,0.02,,,,,,,,,,7940,-0.24,-0.32,,,,,,,,,,,,,,3560,-0.16,0.24,-0.21,,,
,,3580,-0.16,-0.01,,,,,,,,,,7960,-0.24,-0.3,,,,,,,,,,,,,,3570,-0.16,0.2,-0.25,,,
,,3590,-0.16,-0.02,,,,,,,,,,7980,-0.25,-0.26,,,,,,,,,,,,,,3580,-0.16,0.12,-0.33,,,
,,3600,-0.16,0.01,,,,,,,,,,8000,-0.25,-0.25,,,,,,,,,,,,,,3590,-0.16,0.11,-0.34,,,
,,3610,-0.16,-0.03,,,,,,,,,,8020,-0.26,-0.22,,,,,,,,,,,,,,3600,-0.15,0.19,-0.25,,,
,,3620,-0.17,-0.02,,,,,,,,,,8040,-0.26,-0.28,,,,,,,,,,,,,,3610,-0.16,0.15,-0.28,,,
,,3630,-0.17,-0.04,,,,,,,,,,8060,-0.26,-0.2,,,,,,,,,,,,,,3620,-0.16,0.05,-0.39,,,
,,3640,-0.17,-0.03,,,,,,,,,,8080,-0.27,-0.13,,,,,,,,,,,,,,3630,-0.16,0.12,-0.32,,,
,,3650,-0.17,-0.06,,,,,,,,,,8100,-0.27,-0.09,,,,,,,,,,,,,,3640,-0.15,0.15,-0.29,,,
,,3660,-0.18,-0.05,,,,,,,,,,8120,-0.27,-0.05,,,,,,,,,,,,,,3650,-0.16,0.13,-0.3,,,
,,3670,-0.18,-0.05,,,,,,,,,,8140,-0.27,-0.03,,,,,,,,,,,,,,3660,-0.16,0.09,-0.35,,,
,,3680,-0.18,-0.05,,,,,,,,,,8160,-0.28,-0.07,,,,,,,,,,,,,,3670,-0.16,0.11,-0.32,,,
,,3690,-0.18,-0.06,,,,,,,,,,8180,-0.28,-0.09,,,,,,,,,,,,,,3680,-0.16,0.05,-0.38,,,
,,3700,-0.18,-0.07,,,,,,,,,,8200,-0.28,-0.12,,,,,,,,,,,,,,3690,-0.16,0.13,-0.3,,,
,,3710,-0.18,-0.09,,,,,,,,,,8220,-0.28,-0.19,,,,,,,,,,,,,,3700,-0.17,0.18,-0.25,,,
,,3720,-0.18,-0.09,,,,,,,,,,8240,-0.29,-0.18,,,,,,,,,,,,,,3710,-0.17,0.14,-0.29,,,
,,3730,-0.18,-0.1,,,,,,,,,,8260,-0.29,-0.3,,,,,,,,,,,,,,3720,-0.17,0.15,-0.28,,,
,,3740,-0.18,-0.11,,,,,,,,,,8280,-0.29,-0.41,,,,,,,,,,,,,,3730,-0.17,0.17,-0.26,,,
,,3750,-0.17,-0.09,,,,,,,,,,8300,-0.29,-0.34,,,,,,,,,,,,,,3740,-0.18,0.15,-0.27,,,
,,3760,-0.17,-0.11,,,,,,,,,,8320,-0.29,-0.29,,,,,,,,,,,,,,3750,-0.17,0.06,-0.36,,,
,,3770,-0.16,-0.1,,,,,,,,,,8340,-0.29,-0.23,,,,,,,,,,,,,,3760,-0.18,0.2,-0.22,,,
,,3780,-0.16,-0.15,,,,,,,,,,8360,-0.29,-0.19,,,,,,,,,,,,,,3770,-0.18,0.26,-0.17,,,
,,3790,-0.16,-0.13,,,,,,,,,,8380,-0.29,-0.12,,,,,,,,,,,,,,3780,-0.18,0.09,-0.33,,,
,,3800,-0.15,-0.13,,,,,,,,,,8400,-0.29,0.07,,,,,,,,,,,,,,3790,-0.18,0.08,-0.34,,,
,,3810,-0.15,-0.12,,,,,,,,,,8420,-0.29,0.13,,,,,,,,,,,,,,3800,-0.18,0.2,-0.22,,,
,,3820,-0.14,-0.1,,,,,,,,,,8440,-0.29,0.29,,,,,,,,,,,,,,3810,-0.18,0.2,-0.22,,,
,,3830,-0.14,-0.13,,,,,,,,,,8460,-0.29,0.33,,,,,,,,,,,,,,3820,-0.18,0.06,-0.35,,,
,,3840,-0.13,-0.09,,,,,,,,,,8480,-0.29,0.4,,,,,,,,,,,,,,3830,-0.18,0.14,-0.27,,,
,,3850,-0.13,-0.1,,,,,,,,,,8500,-0.29,0.28,,,,,,,,,,,,,,3840,-0.18,0.23,-0.18,,,
,,3860,-0.12,-0.07,,,,,,,,,,8520,-0.29,0.24,,,,,,,,,,,,,,3850,-0.18,0.07,-0.34,,,
,,3870,-0.13,-0.08,,,,,,,,,,8540,-0.29,0.22,,,,,,,,,,,,,,3860,-0.18,-0.04,-0.45,,,
,,3880,-0.13,-0.08,,,,,,,,,,8560,-0.29,0.15,,,,,,,,,,,,,,3870,-0.18,0.11,-0.3,,,
,,3890,-0.13,-0.07,,,,,,,,,,8580,-0.29,0.07,,,,,,,,,,,,,,3880,-0.17,0.16,-0.24,,,
,,3900,-0.13,-0.07,,,,,,,,,,8600,-0.29,-0.1,,,,,,,,,,,,,,3890,-0.17,0.04,-0.36,,,
,,3910,-0.13,-0.06,,,,,,,,,,8620,-0.28,-0.14,,,,,,,,,,,,,,3900,-0.17,0.02,-0.38,,,
,,3920,-0.13,-0.05,,,,,,,,,,8640,-0.28,-0.02,,,,,,,,,,,,,,3910,-0.17,0.11,-0.29,,,
,,3930,-0.13,-0.05,,,,,,,,,,8660,-0.28,0.02,,,,,,,,,,,,,,3920,-0.17,0.05,-0.35,,,
,,3940,-0.13,-0.06,,,,,,,,,,8680,-0.28,0.09,,,,,,,,,,,,,,3930,-0.17,0,-0.4,,,
,,3950,-0.13,-0.04,,,,,,,,,,8700,-0.27,0.16,,,,,,,,,,,,,,3940,-0.16,0.11,-0.29,,,
,,3960,-0.13,-0.05,,,,,,,,,,8720,-0.27,0.27,,,,,,,,,,,,,,3950,-0.16,0.06,-0.35,,,
,,3970,-0.13,-0.04,,,,,,,,,,8740,-0.27,0.36,,,,,,,,,,,,,,3960,-0.16,-0.01,-0.42,,,
,,3980,-0.13,-0.04,,,,,,,,,,8760,-0.27,0.48,,,,,,,,,,,,,,3970,-0.16,0.02,-0.38,,,
,,3990,-0.13,-0.02,,,,,,,,,,8780,-0.26,0.5,,,,,,,,,,,,,,3980,-0.16,0.19,-0.21,,,
,,4000,-0.14,-0.01,,,,,,,,,,8800,-0.26,0.58,,,,,,,,,,,,,,3990,-0.15,0.09,-0.32,,,
,,4010,-0.13,-0.02,,,,,,,,,,8820,-0.26,0.44,,,,,,,,,,,,,,4000,-0.15,-0.02,-0.42,,,
,,4020,-0.13,-0.03,,,,,,,,,,8840,-0.26,0.39,,,,,,,,,,,,,,4010,-0.15,0.1,-0.3,,,
,,4030,-0.13,-0.02,,,,,,,,,,8860,-0.25,0.33,,,,,,,,,,,,,,4020,-0.15,0.07,-0.33,,,
,,4040,-0.13,-0.02,,,,,,,,,,8880,-0.25,0.3,,,,,,,,,,,,,,4030,-0.15,0.06,-0.33,,,
,,4050,-0.13,-0.04,,,,,,,,,,8900,-0.25,0.12,,,,,,,,,,,,,,4040,-0.15,0.09,-0.31,,,
,,4060,-0.12,-0.02,,,,,,,,,,8920,-0.25,0.02,,,,,,,,,,,,,,4050,-0.16,0.16,-0.23,,,
,,4070,-0.12,-0.03,,,,,,,,,,8940,-0.24,-0.03,,,,,,,,,,,,,,4060,-0.16,0.03,-0.37,,,
,,4080,-0.12,0,,,,,,,,,,8960,-0.24,0,,,,,,,,,,,,,,4070,-0.16,-0.03,-0.43,,,
,,4090,-0.12,-0.03,,,,,,,,,,8980,-0.24,0.07,,,,,,,,,,,,,,4080,-0.16,0.15,-0.25,,,
,,4100,-0.12,-0.04,,,,,,,,,,9000,-0.24,0.1,,,,,,,,,,,,,,4090,-0.16,0.16,-0.24,,,
,,4110,-0.12,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4100,-0.16,0.12,-0.28,,,
,,4120,-0.12,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4110,-0.17,0.06,-0.33,,,
,,4130,-0.11,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,4120,-0.17,-0.04,-0.43,,,
,,4140,-0.12,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,4130,-0.17,-0.06,-0.45,,,
,,4150,-0.11,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,4140,-0.17,0.22,-0.17,,,
,,4160,-0.1,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,4150,-0.17,0.32,-0.06,,,
,,4170,-0.1,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4160,-0.18,-0.04,-0.43,,,
,,4180,-0.11,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4170,-0.18,-0.28,-0.67,,,
,,4190,-0.11,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,4180,-0.18,0.02,-0.36,,,
